pid,idx,clustered,nn,cell,hits,hits_near,enrich,enrich_near
M15,3,0,8.242783941604095,0.12748,1,0,0.06591905667193139,0.0
M15,4,0,10.506054621023688,0.093465,4,0,0.3596367129743889,0.0
M15,5,0,8.583549103287048,0.13985,2,1,0.1201767800434439,0.0687549847363934
M15,6,0,8.898661416923195,0.06934,2,0,0.24238134827048788,0.0
M15,7,0,7.181245651788706,0.073165,0,0,0.0,0.0
M15,8,0,10.323048080921174,0.118255,9,3,0.6395522565713105,0.2439317901666217
M15,9,0,6.337145589659005,0.09488,1,0,0.08856831096688253,0.0
M16,0,0,9.435313021957315,0.209905,42,41,1.770712541050492,2.6757048932442693
M16,1,0,7.582001010740407,0.008135,1,1,1.0878374335739267,1.6839127396418316
M16,2,0,10.422927543099357,0.061225,2,0,0.2890831366965747,0.0
M16,3,0,11.55827929048302,0.063655,16,9,2.224380179938454,1.9368104820183285
M16,4,0,8.679989783355813,0.105465,2,0,0.16781979845681302,0.0
M16,5,0,9.353736826436924,0.11696,19,10,1.4375991186760773,1.1712235069242733
M16,6,0,12.280258078780415,0.055395,11,3,1.7572909602556699,0.7418700317891308
M16,7,0,8.679989783355813,0.146395,10,1,0.6044986182672833,0.09357307378657946
M16,8,0,8.269027293787811,0.06996,8,8,1.0119562632503023,1.5664528458532077
M16,9,0,7.582001010740407,0.162905,2,0,0.10864684966236633,0.0
