function,seed,div_ev,bank_ev,base_best_f,var_best_f,base_succ_ev,var_succ_ev,n_fire,same
F17-SchafferF7,16,3945,2584,3.410605131648481e-13,3.552713678800501e-15,1654,1654,454,False
F17-SchafferF7,17,3665,2878,1.7434892640721955e-08,3.552713678800501e-15,-1,4354,416,False
F17-SchafferF7,18,3940,2318,3.552713678800501e-15,3.552713678800501e-15,1564,1564,452,True
F17-SchafferF7,19,7380,6484,1.0658141036401503e-13,3.552713678800501e-15,5003,5003,347,False
F21-Gallagher101,0,1995,773,0.0,0.0,766,766,426,True
F21-Gallagher101,1,2110,887,0.0,0.0,712,712,428,True
F21-Gallagher101,2,2340,1116,0.0,0.0,951,951,460,True
F21-Gallagher101,3,1805,581,0.0,0.0,342,342,438,True
F21-Gallagher101,4,1735,511,0.0,0.0,376,376,396,True
F21-Gallagher101,5,1840,617,0.0,0.0,302,302,424,True
F21-Gallagher101,6,2420,456,0.0,0.0,302,302,370,True
F21-Gallagher101,7,1625,402,0.0,0.0,242,242,443,True
F21-Gallagher101,8,2649,1426,0.0,0.0,1295,1295,371,True
F21-Gallagher101,9,1890,547,0.0,0.0,387,387,530,True
F21-Gallagher101,10,4020,576,0.0,0.0,411,411,347,True
F21-Gallagher101,11,1825,602,0.0,0.0,386,386,428,True
F21-Gallagher101,12,2125,481,0.0,0.0,371,371,538,True
F21-Gallagher101,13,1740,516,0.0,0.0,316,316,595,True
F21-Gallagher101,14,3403,1759,0.0,0.0,1604,1604,422,True
F21-Gallagher101,15,1770,546,0.0,0.0,317,317,391,True
F21-Gallagher101,16,2120,476,0.0,0.0,352,352,401,True
F21-Gallagher101,17,1770,546,0.0,0.0,236,236,502,True
F21-Gallagher101,18,1740,517,0.0,0.0,356,356,475,True
F21-Gallagher101,19,1710,487,0.0,0.0,351,351,391,True
