function,K,seed,hunt,eval,f,switch,exhausted,sigma_span,no_improve,distinct,x0,x1
N06-Shubert2D,18,0,23,16690,0.00013371725358979347,1,1,2.2957269743640846e-05,635,1,-7.70852272,5.482984417
N06-Shubert2D,18,0,24,17295,0.00010976222372960365,1,1,0.00011660870706132842,585,0,-1.425296423,-0.8004621872
N06-Shubert2D,18,0,25,17950,4.718947536730411e-06,1,1,2.2957269743640846e-05,635,1,-7.708316158,-7.083552551
N06-Shubert2D,18,0,26,18545,0.0001107738007988246,1,1,0.000161396134340939,575,0,-7.083293618,-1.425196241
N06-Shubert2D,18,0,27,19090,3.4859697279898683e-06,1,1,0.0008197923690558432,525,1,-7.083483635,-1.425096742
N06-Shubert2D,18,0,28,19680,1.4218101824781115e-05,1,1,0.00018987780510698704,570,0,-1.425102209,-7.083581965
N06-Shubert2D,18,1,0,2655,8.526512829121202e-14,1,1,1e-06,901,1,4.85805688,-0.8003210999
N06-Shubert2D,18,1,1,3300,2.40398078403814e-05,1,1,3.177476781126761e-05,625,0,4.857958014,-0.8002972235
N06-Shubert2D,18,1,2,3900,4.3663784225600466e-05,1,1,0.00013718671418979815,580,1,5.482750887,-1.425209414
N06-Shubert2D,18,1,3,4460,5.373627558924454e-05,1,1,0.0005034549886464197,540,0,-1.425082629,-0.8001724225
N06-Shubert2D,18,1,4,5080,7.76203326608993e-05,1,1,7.161232222403831e-05,600,0,5.482902214,4.858235575
N06-Shubert2D,18,1,5,5670,6.086596954446577e-06,1,1,0.00018987780510698704,570,1,-7.083469166,-1.425092422
N06-Shubert2D,18,1,6,6315,5.17753932172127e-07,1,1,3.177476781126761e-05,625,1,4.858066189,-7.083518361
N06-Shubert2D,18,1,7,6935,1.3989869671604538e-06,1,1,7.161232222403831e-05,600,1,-7.708327616,5.482843473
N06-Shubert2D,18,1,8,7570,5.692034278581559e-06,1,1,4.397891738583752e-05,615,1,5.482912731,4.858071362
N06-Shubert2D,18,1,9,8195,5.761264327475146e-05,1,1,6.0870473890432556e-05,605,0,-7.083444672,-1.425273709
N06-Shubert2D,18,1,10,8850,4.412121595009921e-05,1,1,2.2957269743640846e-05,635,1,-7.708209842,-0.8002284639
N06-Shubert2D,18,1,11,9475,7.840149515914163e-05,1,1,6.0870473890432556e-05,605,0,-1.425163016,-0.8001361199
N06-Shubert2D,18,1,12,10175,5.842715680159927e-05,1,1,5.3172927130218645e-06,680,0,-1.425027872,-0.8004466973
N06-Shubert2D,18,1,13,10785,6.450594426610223e-05,1,1,9.911740100212916e-05,590,1,-0.8001605249,-1.425071596
N06-Shubert2D,18,1,14,11420,1.6131529918084198e-05,1,1,4.397891738583752e-05,615,1,-1.425156545,-7.083586819
N06-Shubert2D,18,1,15,12065,7.825147758921958e-05,1,1,3.177476781126761e-05,625,0,4.857873657,5.482866751
N06-Shubert2D,18,1,16,12680,1.1105928734878034e-05,1,1,8.424979085180978e-05,595,1,-7.083491874,4.858124442
N06-Shubert2D,18,1,17,13330,6.345538207597201e-05,1,1,2.7008552639577468e-05,630,0,4.858106477,-7.083344787
N06-Shubert2D,18,1,18,13985,4.5751530223014925e-05,1,1,2.2957269743640846e-05,635,0,-1.424991453,-0.8002908615
N06-Shubert2D,18,1,19,14585,4.1630037969753175e-05,1,1,0.00013718671418979815,580,1,-1.425259572,-0.8002946403
N06-Shubert2D,18,1,20,15225,7.359477879731458e-05,1,1,3.7382079777961895e-05,620,0,-7.083454108,-1.425298677
N06-Shubert2D,18,1,21,15885,5.428362888437732e-05,1,1,1.951367928209472e-05,640,0,-7.083423172,4.857927563
N06-Shubert2D,18,1,22,16490,1.3964822926482157e-05,1,1,0.00011660870706132842,585,1,-7.708353416,-7.083438152
N06-Shubert2D,18,1,23,17070,7.198571833555434e-05,1,1,0.0002628066506671101,560,1,-0.800172768,4.858157002
N06-Shubert2D,18,1,24,17660,3.448513956527677e-05,1,1,0.00018987780510698704,570,0,-7.083528205,4.85817665
N06-Shubert2D,18,1,25,18245,4.741502706906431e-05,1,1,0.00022338565306704358,565,1,-7.08363535,-7.708246063
N06-Shubert2D,18,1,26,18910,2.239299874418066e-06,1,1,1.658662738978051e-05,645,0,4.858087365,-0.8003153488
N06-Shubert2D,18,1,27,19550,1.1312693004583707e-08,1,1,3.7382079777961895e-05,620,1,4.858056574,5.482861966
N06-Shubert2D,18,2,0,2570,8.526512829121202e-14,1,1,1e-06,901,1,-7.083506406,-7.708313737
N06-Shubert2D,18,2,1,3035,5.8991386708839855e-06,1,1,0.002081760991507147,445,1,4.858106488,5.482872798
N06-Shubert2D,18,2,2,3610,8.873240929574422e-05,1,1,0.0003091842949024825,555,1,-1.425322462,5.482843043
N06-Shubert2D,18,2,3,4290,6.808403958302733e-05,1,1,1.0186262545748954e-05,660,1,4.857919325,-0.8002169142
N06-Shubert2D,18,2,4,4920,4.84174196060394e-05,1,1,5.173990280686767e-05,610,0,5.482816923,-1.425265011
N06-Shubert2D,18,2,5,5540,0.00012188101507604188,1,1,7.161232222403831e-05,600,0,-7.708085286,-7.083516741
N06-Shubert2D,18,2,6,6040,0.00010315514600733877,1,1,0.0014537713419225445,480,1,-7.708250873,-0.8005272825
N06-Shubert2D,18,2,7,6625,2.688677747642032e-05,1,1,0.00022338565306704358,565,1,5.482773474,-7.708252659
N06-Shubert2D,18,2,8,7165,7.434868564359931e-06,1,1,0.0009644616106539332,520,1,-7.708257313,-7.083509011
N06-Shubert2D,18,2,9,7715,5.7088073333488865e-05,1,1,0.0006968235136974668,530,1,-0.8004634972,-7.70838632
N06-Shubert2D,18,2,10,8230,6.184713973311773e-05,1,1,0.0012464272042808414,495,0,-7.708415208,-7.083375533
N06-Shubert2D,18,2,11,8795,2.9458718614705504e-05,1,1,0.0004279367403494568,545,0,-7.083424627,-1.425049067
N06-Shubert2D,18,2,12,9380,3.816446289306441e-05,1,1,0.00022338565306704358,565,0,5.482905598,-1.425006979
N06-Shubert2D,18,2,13,9945,4.495440171581322e-05,1,1,0.0004279367403494568,545,0,5.482937811,-7.708194777
N06-Shubert2D,18,2,14,10520,7.455653786792027e-06,1,1,0.0003091842949024825,555,1,-7.083562738,-1.425114632
N06-Shubert2D,18,2,15,11105,6.196668863367449e-06,1,1,0.00022338565306704358,565,0,4.858023981,5.482904983
N06-Shubert2D,18,2,16,11635,3.648214172358166e-05,1,1,0.0010686555242702864,510,0,4.858167677,5.482923881
N06-Shubert2D,18,2,17,12220,2.566224478073309e-05,1,1,0.00022338565306704358,565,0,-7.083549035,-1.425224802
N06-Shubert2D,18,2,18,12725,8.678984514176591e-05,1,1,0.0013810827748264173,485,1,-0.8005074577,-1.425062787
N06-Shubert2D,18,2,19,13260,1.0345023213176319e-05,1,1,0.001015222748056772,515,1,-0.8002681533,4.858014681
N06-Shubert2D,18,2,20,13855,9.273246575958183e-06,1,1,0.000161396134340939,575,1,5.482854033,-1.425190724
N06-Shubert2D,18,2,21,14440,9.243556732485558e-05,1,1,0.00022338565306704358,565,0,-0.8001753025,-7.708453402
N06-Shubert2D,18,2,22,15035,6.821506346454953e-05,1,1,0.000161396134340939,575,0,-7.708470021,5.482935686
N06-Shubert2D,18,2,23,15655,4.227268667023054e-05,1,1,7.161232222403831e-05,600,1,-7.708339405,5.482999982
N06-Shubert2D,18,2,24,16270,2.531456433985113e-05,1,1,8.424979085180978e-05,595,0,5.482792936,-1.425050678
N06-Shubert2D,18,2,25,16875,9.388037312874076e-05,1,1,0.00011660870706132842,585,0,-7.70845201,5.483013602
N06-Shubert2D,18,2,26,17505,0.00014193306748211398,1,1,5.173990280686767e-05,610,1,4.858030818,-7.083758419
N06-Shubert2D,18,2,27,18070,0.00014713994139015085,1,1,0.0004279367403494568,545,0,-7.708375207,5.482614013
N06-Shubert2D,18,2,28,18700,9.940035420186177e-05,1,1,5.173990280686767e-05,610,0,-0.8002660066,4.858256299
N06-Shubert2D,18,2,29,19290,1.939049982979668e-05,1,1,0.00018987780510698704,570,0,5.482771182,-1.425117722
N06-Shubert2D,18,2,30,19900,0.00012248400287262484,1,1,9.911740100212916e-05,590,0,-0.8001319976,4.857920318
N07-Vincent2D,36,0,0,2055,0.0,1,1,1e-06,901,1,7.706277265,2.19328005
N07-Vincent2D,36,0,1,2520,1.2435212437544862e-07,1,1,0.0020817609915071453,445,0,7.706680676,7.705913046
N07-Vincent2D,36,0,2,2900,3.447120300315021e-08,1,1,0.004978856123837879,360,1,7.706010626,4.111151725
N07-Vincent2D,36,0,3,3420,4.460151048490957e-08,1,1,0.0011841058440667982,500,1,4.111078283,7.706059074
N07-Vincent2D,36,0,4,3930,1.9739860546152954e-07,1,1,0.0013120286360850952,490,0,7.705592557,4.111211254
N07-Vincent2D,36,0,5,4380,1.2027107887391253e-07,1,1,0.002428063556211863,430,0,4.111056431,4.111449221
N07-Vincent2D,36,0,6,4820,1.0315167853214291e-07,1,1,0.0026903751315366905,420,0,4.11094805,7.706372934
N07-Vincent2D,36,0,7,5255,3.42073160908285e-08,1,1,0.0028319738226702004,415,1,4.111246199,4.11135412
N07-Vincent2D,36,0,8,5685,8.564063680438494e-08,1,1,0.0029810250764949484,410,0,4.111438624,7.706154063
N07-Vincent2D,36,0,9,6310,1.0732361321874606e-07,1,1,6.087047389043251e-05,605,1,2.193282656,1.170012138
N07-Vincent2D,36,0,10,6870,3.500247292009817e-08,1,1,0.0005034549886464194,540,1,7.706096341,7.706052724
N07-Vincent2D,36,0,11,7200,1.5095940997245094e-07,1,1,0.00831559871714482,310,0,7.70687548,7.706249771
N07-Vincent2D,36,0,12,7635,3.660135350358473e-08,1,1,0.0028319738226702004,415,0,2.193360182,7.706364887
N07-Vincent2D,36,0,13,8195,2.394587603760101e-07,1,1,0.0005034549886464194,540,1,7.707028662,1.17009871
N07-Vincent2D,36,0,14,8570,9.305944015380874e-08,1,1,0.00524090118298724,355,0,7.706041649,4.110990086
N07-Vincent2D,36,0,15,9065,6.490104742518099e-08,1,1,0.0015302856230763613,475,0,7.705920927,2.193326985
N07-Vincent2D,36,0,16,9605,1.6620108655995836e-07,1,1,0.0009644616106539325,520,0,4.11087581,4.111156396
N07-Vincent2D,36,0,17,10155,1.580722703842241e-07,1,1,0.0006968235136974662,530,0,4.111294613,4.110892165
N07-Vincent2D,36,0,18,10680,2.260880849203062e-08,1,1,0.0011249005518634582,505,1,2.193214963,7.706239778
N07-Vincent2D,36,0,19,11250,2.1241496084289935e-07,1,1,0.0003637462292970379,550,0,7.706130323,4.110836397
N07-Vincent2D,36,0,20,11775,1.731838982221845e-07,1,1,0.0011249005518634582,505,0,7.706821746,4.111026275
N07-Vincent2D,36,0,21,12215,1.5025315847072562e-07,1,1,0.0026903751315366905,420,0,7.705690881,7.70616298
N07-Vincent2D,36,0,22,12700,2.064453601402505e-07,1,1,0.0016956073385887664,465,0,4.111479013,7.705796936
N07-Vincent2D,36,0,23,13235,8.038574228486084e-08,1,1,0.001015222748056771,515,0,7.706698254,4.111144645
N07-Vincent2D,36,0,24,13735,1.6925620804908448e-07,1,1,0.0014537713419225432,480,0,4.110878013,4.111129068
N07-Vincent2D,36,0,25,14275,1.1306760483442702e-07,1,1,0.0009644616106539325,520,1,2.193221391,2.193415389
N07-Vincent2D,36,0,26,14635,3.685727345548173e-08,1,1,0.006112729182664809,340,0,7.705983726,7.706314539
N07-Vincent2D,36,0,27,15200,4.648040230481598e-08,1,1,0.00042793674034945645,545,0,2.193186704,7.706224006
N07-Vincent2D,36,0,28,15700,4.9737981289155186e-08,1,1,0.0014537713419225432,480,0,7.706302478,7.705934459
N07-Vincent2D,36,0,29,16160,7.188703676774821e-08,1,1,0.002191327359481206,440,0,7.706684825,7.706208979
N07-Vincent2D,36,0,30,16655,5.015556792109521e-08,1,1,0.0015302856230763613,475,0,4.11134839,7.706498725
N07-Vincent2D,36,0,31,17150,1.898901079711024e-07,1,1,0.0015302856230763613,475,0,4.111101673,7.706919149
N07-Vincent2D,36,0,32,17665,1.449431057398698e-07,1,1,0.0012464272042808403,495,0,4.111040946,7.706774518
N07-Vincent2D,36,0,33,18240,1.322847142937178e-07,1,1,0.00030918429490248226,555,1,1.170018776,4.111037091
N07-Vincent2D,36,0,34,18805,6.690079989990494e-08,1,1,0.00042793674034945645,545,0,7.706372171,4.111413707
N07-Vincent2D,36,0,35,19545,0.0008209448217902926,1,1,1.4489118831577078e-06,720,0,7.750510723,2.192629155
N07-Vincent2D,36,0,36,19865,2.2378899700026267e-07,1,1,0.009213959797390384,300,0,4.111147607,7.70555677
N07-Vincent2D,36,1,0,1870,0.0,1,1,1e-06,900,1,7.706277265,4.111207145
N07-Vincent2D,36,1,1,2395,7.304458415902104e-08,1,1,0.0011249005518634582,505,0,7.706350765,4.111425886
N07-Vincent2D,36,1,2,2840,1.0859657928463662e-07,1,1,0.0025558563749598557,425,0,7.706154489,7.706770116
N07-Vincent2D,36,1,3,3335,1.0629839541920205e-07,1,1,0.0015302856230763613,475,0,4.111470584,4.11115745
N07-Vincent2D,36,1,4,3740,9.427475033962907e-08,1,1,0.0038525439591808883,385,0,7.706523099,4.110991425
N07-Vincent2D,36,1,5,4275,5.592602358994725e-08,1,1,0.001015222748056771,515,1,4.111015221,4.111238366
N07-Vincent2D,36,1,6,4740,2.0111606402473114e-07,1,1,0.0020817609915071453,445,0,7.706569477,4.110872989
N07-Vincent2D,36,1,7,5330,1.8934128154235452e-07,1,1,0.0001898778051069869,570,0,4.111556476,4.111284519
N07-Vincent2D,36,1,8,5985,1.7341925184766183e-07,1,1,2.295726974364083e-05,635,1,2.193110648,1.170125244
N07-Vincent2D,36,1,9,6485,5.778112899257337e-08,1,1,0.0014537713419225432,480,0,7.705908317,4.111225115
N07-Vincent2D,36,1,10,7055,1.9451908550571773e-07,1,1,0.0003637462292970379,550,1,0.6242166021,7.705613403
N07-Vincent2D,36,1,11,7510,1.3801798348644922e-07,1,1,0.00230666037840127,435,0,7.705706317,7.706234113
N07-Vincent2D,36,1,12,7980,1.637251383357352e-07,1,1,0.001977672941931788,450,0,7.705772183,2.193175944
N07-Vincent2D,36,1,13,8450,8.99012135846533e-08,1,1,0.001977672941931788,450,0,7.706203169,7.705821125
N07-Vincent2D,36,1,14,9035,1.3775347107447544e-07,1,1,0.0002233856530670434,565,1,7.706835214,1.170107954
N07-Vincent2D,36,1,15,9675,7.012898195490891e-08,1,1,3.738207977796187e-05,620,0,4.111397514,7.706475396
N07-Vincent2D,36,1,16,10090,1.7899865034642914e-07,1,1,0.003476920923160751,395,0,4.110998001,7.705756205
N07-Vincent2D,36,1,17,10685,2.6034890021620072e-08,1,1,0.00016139613434093888,575,1,7.706113647,2.193333355
N07-Vincent2D,36,1,18,11240,1.2472378885242108e-07,1,1,0.0005922999866428463,535,0,7.706715596,4.11103498
N07-Vincent2D,36,1,19,11790,1.104179860877963e-07,1,1,0.0006968235136974662,530,0,4.111287672,4.111468239
N07-Vincent2D,36,1,20,12245,8.19131318330335e-10,1,1,0.00230666037840127,435,1,7.706319381,7.706264166
N07-Vincent2D,36,1,21,12870,1.0615189149909554e-07,1,1,6.087047389043251e-05,605,0,2.193292814,7.705777123
N07-Vincent2D,36,1,22,13355,8.834445197614116e-08,1,1,0.0016956073385887664,465,0,4.111163215,7.706727913
N07-Vincent2D,36,1,23,13955,2.1747443845754333e-08,1,1,0.00013718671418979804,580,1,2.193258634,7.70649173
N07-Vincent2D,36,1,24,14330,1.302260468349914e-07,1,1,0.00524090118298724,355,0,7.706598025,4.110964745
N07-Vincent2D,36,1,25,15070,1.147418831726199e-06,1,1,1.4489118831577078e-06,720,0,7.70685111,7.704729389
N07-Vincent2D,36,1,26,15685,3.723183472637004e-08,1,1,8.424979085180971e-05,595,1,1.170052573,4.111301908
N07-Vincent2D,36,1,27,16220,1.508955855822336e-07,1,1,0.001015222748056771,515,0,7.706631459,2.193417435
N07-Vincent2D,36,1,28,16680,3.516494628819089e-08,1,1,0.002191327359481206,440,1,4.111052992,7.706271013
N07-Vincent2D,36,1,29,17185,2.0346762008571773e-07,1,1,0.001381082774826416,485,0,7.705706026,4.110995761
N07-Vincent2D,36,1,30,17725,1.5744425674313334e-07,1,1,0.0009644616106539325,520,0,7.705855779,4.110970753
N07-Vincent2D,36,1,31,18265,5.1065804029803985e-08,1,1,0.0009644616106539325,520,0,7.705963773,4.111126185
N07-Vincent2D,36,1,32,18855,2.0586869586836087e-07,1,1,0.0001898778051069869,570,0,7.70557856,4.111222368
N07-Vincent2D,36,1,33,19300,1.667809252925423e-07,1,1,0.0025558563749598557,425,0,4.111413921,7.706773215
N07-Vincent2D,36,1,34,19765,9.253272592602002e-08,1,1,0.0020817609915071453,445,0,7.70614509,7.706727092
N07-Vincent2D,36,2,0,2150,0.0,1,1,1e-06,900,1,7.706277245,4.111207141
N07-Vincent2D,36,2,1,2590,2.591134784513116e-08,1,1,0.0026903751315366905,420,0,4.111324052,4.111269199
N07-Vincent2D,36,2,2,3330,2.926083846777061e-06,1,1,1.4489118831577078e-06,720,0,7.708858203,7.706817431
N07-Vincent2D,36,2,3,3885,3.034919826561122e-08,1,1,0.0005922999866428463,535,0,7.706284948,7.706008869
N07-Vincent2D,36,2,4,4475,5.4768478641165075e-08,1,1,0.0001898778051069869,570,0,7.706151065,4.111026881
N07-Vincent2D,36,2,5,4995,3.7278564679610326e-08,1,1,0.0011841058440667982,500,0,4.111061836,7.706157401
N07-Vincent2D,36,2,6,5485,5.608939690482373e-08,1,1,0.0016108269716593277,470,0,7.706575494,7.706487726
N07-Vincent2D,36,2,7,6065,3.359542244396607e-08,1,1,0.0002628066506671099,560,1,4.1113456,2.193248293
N07-Vincent2D,36,2,8,6610,6.372139282895262e-08,1,1,0.0008197923690558426,525,0,4.111273871,7.705908858
N07-Vincent2D,36,2,9,7200,3.2930362880989605e-08,1,1,0.0001898778051069869,570,0,2.19329324,4.111059998
N07-Vincent2D,36,2,10,7790,1.1200840255298772e-10,1,1,0.0001898778051069869,570,0,4.111202868,4.111214722
N07-Vincent2D,36,2,11,8425,3.6213229748227604e-08,1,1,4.3978917385837494e-05,615,1,4.111358354,1.170077335
N07-Vincent2D,36,2,12,8960,5.748634346325332e-09,1,1,0.001015222748056771,515,1,7.706325655,2.193249779
N07-Vincent2D,36,2,13,9525,1.3672678988996267e-08,1,1,0.00042793674034945645,545,0,4.111257328,7.706430978
N07-Vincent2D,36,2,14,10110,1.808199756592188e-08,1,1,0.0002233856530670434,565,0,4.111116705,4.111143537
N07-Vincent2D,36,2,15,10630,2.336834725724657e-08,1,1,0.0011841058440667982,500,1,2.193346667,4.111192754
N07-Vincent2D,36,2,16,11215,4.5724636854593825e-08,1,1,0.0002233856530670434,565,0,7.70619314,4.111037147
N07-Vincent2D,36,2,17,11785,6.66078321387431e-08,1,1,0.0003637462292970379,550,0,4.111406498,7.706413611
N07-Vincent2D,36,2,18,12385,5.6806380266394285e-08,1,1,0.00013718671418979804,580,0,7.706006439,2.193350689
N07-Vincent2D,36,2,19,12995,5.5436920609608364e-08,1,1,9.911740100212908e-05,590,1,2.193224368,7.706582893
N07-Vincent2D,36,2,20,13450,5.914620815339333e-08,1,1,0.00230666037840127,435,0,7.706036285,4.111360314
N07-Vincent2D,36,2,21,14035,6.224029736046077e-09,1,1,0.0002233856530670434,565,1,4.11117833,7.706168317
N07-Vincent2D,36,2,22,14590,6.077089165223981e-08,1,1,0.0005922999866428463,535,0,4.111014761,7.706396895
N07-Vincent2D,36,2,23,15180,2.386779662799654e-11,1,1,0.0001898778051069869,570,1,4.111204872,4.111203829
N07-Vincent2D,36,2,24,15620,1.151990924874724e-08,1,1,0.0026903751315366905,420,0,4.111162128,7.706134972
N07-Vincent2D,36,2,25,16240,6.501443239326221e-08,1,1,7.161232222403826e-05,600,0,7.706071547,2.193375353
N07-Vincent2D,36,2,26,16980,1.093614141689514e-05,1,1,1.4489118831577078e-06,720,0,4.112713611,7.702034895
N07-Vincent2D,36,2,27,17505,2.487028127884372e-08,1,1,0.0011249005518634582,505,0,4.111275142,7.706484219
N07-Vincent2D,36,2,28,18005,1.4056468433665259e-08,1,1,0.0014537713419225432,480,1,7.706108496,7.706347329
N07-Vincent2D,36,2,29,18465,3.5225899530644256e-08,1,1,0.002191327359481206,440,0,4.111271069,7.706540547
N07-Vincent2D,36,2,30,19045,5.5530917197899043e-08,1,1,0.0002628066506671099,560,0,7.706445771,2.193371622
N07-Vincent2D,36,2,31,19610,5.8376977252194706e-08,1,1,0.00042793674034945645,545,0,7.705969489,7.706486897
